bragg-angle,28.61,1.5405929
bragg-angle,33.14,1.5405929
bragg-angle,47.54,1.5405929
bragg-angle,56.39,1.5405929
bragg-angle,59.14,1.5405929
bragg-angle,69.46,1.5405929
