bragg-angle,21.352
bragg-angle,30.35
bragg-angle,37.412
bragg-angle,43.481
bragg-angle,48.935
bragg-angle,53.962
bragg-angle,63.194
bragg-angle,67.521
bragg-angle,71.729
bragg-angle,75.808
bragg-angle,79.788
bragg-angle,83.817
bragg-angle,87.755
